"DFILESIZE","file","filename","siteid","uploaddirectory","contenttype","containerid","cm:title","apm:apmNumber","apm:apmYear","apm:beginningBatesNumber","apm:endingBatesNumber","apm:startImage","apm:endImage","apm:boxSequence","apm:documentType","damsasp:extDocSource","damsasp:extDocId","damsasp:extDocVersion"
661282,"GMD041871.pdf","GMD041871.pdf","All Participant Memos","APMs","All Participant Memos","","9514 - 1995","9514","1995","APMS-0002-1292","APMS-0002-1302","1","11","314","APMs","","GMD041871","1"
479356,"GMD041875.pdf","GMD041875.pdf","All Participant Memos","APMs","All Participant Memos","","9518 - 1995","9518","1995","APMS-0002-1368","APMS-0002-1379","1","12","318","APMs","","GMD041875","1"
59945,"GMD041879.pdf","GMD041879.pdf","All Participant Memos","APMs","All Participant Memos","","9522 - 1995","9522","1995","APMS-0002-1399","APMS-0002-1400","1","2","322","APMs","","GMD041879","1"
29383,"GMD041883.pdf","GMD041883.pdf","All Participant Memos","APMs","All Participant Memos","","9526 - 1995","9526","1995","APMS-0002-1423","APMS-0002-1423","1","1","326","APMs","","GMD041883","1"
38595,"GMD041887.pdf","GMD041887.pdf","All Participant Memos","APMs","All Participant Memos","","9530 - 1995","9530","1995","APMS-0002-1444","APMS-0002-1444","1","1","330","APMs","","GMD041887","1"
46262,"GMD041891.pdf","GMD041891.pdf","All Participant Memos","APMs","All Participant Memos","","9602 - 1996","9602","1996","APMS-0002-1468","APMS-0002-1468","1","1","334","APMs","","GMD041891","1"
4637981,"GMD041895.pdf","GMD041895.pdf","All Participant Memos","APMs","All Participant Memos","","9606 - 1996","9606","1996","APMS-0002-1565","APMS-0002-1668","1","104","338","APMs","","GMD041895","1"
345577,"GMD041899.pdf","GMD041899.pdf","All Participant Memos","APMs","All Participant Memos","","9610 - 1996","9610","1996","APMS-0002-1693","APMS-0002-1702","1","10","342","APMs","","GMD041899","1"
41529,"GMD041906.pdf","GMD041906.pdf","All Participant Memos","APMs","All Participant Memos","","9617 - 1996","9617","1996","APMS-0002-1784","APMS-0002-1784","1","1","349","APMs","","GMD041906","1"
56792,"GMD041919.pdf","GMD041919.pdf","All Participant Memos","APMs","All Participant Memos","","9630 - 1996","9630","1996","APMS-0002-2219","APMS-0002-2219","1","1","362","APMs","","GMD041919","1"
220383,"GMD041925.pdf","GMD041925.pdf","All Participant Memos","APMs","All Participant Memos","","1982","","1982","APMS-0003-0077","APMS-0003-0085","1","9","4","APMs","","GMD041925","1"
3045779,"GMD041929.pdf","GMD041929.pdf","All Participant Memos","APMs","All Participant Memos","","1986","","1986","APMS-0003-0188","APMS-0003-0275","1","88","8","APMs","","GMD041929","1"
10136874,"GMD041933.pdf","GMD041933.pdf","All Participant Memos","APMs","All Participant Memos","","1990","","1990","APMS-0003-0562","APMS-0003-0826","1","265","12","APMs","","GMD041933","1"
97907,"GMD041937.pdf","GMD041937.pdf","All Participant Memos","APMs","All Participant Memos","","91-3 - 1991","91-3","1991","APMS-0003-0836","APMS-0003-0838","1","3","16","APMs","","GMD041937","1"
61194,"GMD041941.pdf","GMD041941.pdf","All Participant Memos","APMs","All Participant Memos","","91-7 - 1991","91-7","1991","APMS-0003-0854","APMS-0003-0855","1","2","20","APMs","","GMD041941","1"
317978,"GMD041945.pdf","GMD041945.pdf","All Participant Memos","APMs","All Participant Memos","","91-10 - 1991","91-10","1991","APMS-0003-0877","APMS-0003-0886","1","10","24","APMs","","GMD041945","1"
15941,"GMD041949.pdf","GMD041949.pdf","All Participant Memos","APMs","All Participant Memos","","91-14 - 1991","91-14","1991","APMS-0003-0916","APMS-0003-0916","1","1","28","APMs","","GMD041949","1"
177796,"GMD041953.pdf","GMD041953.pdf","All Participant Memos","APMs","All Participant Memos","","91-18 - 1991","91-18","1991","APMS-0003-1172","APMS-0003-1178","1","7","32","APMs","","GMD041953","1"
97252,"GMD041957.pdf","GMD041957.pdf","All Participant Memos","APMs","All Participant Memos","","91-22 - 1991","91-22","1991","APMS-0003-1230","APMS-0003-1232","1","3","36","APMs","","GMD041957","1"
647694,"GMD041965.pdf","GMD041965.pdf","All Participant Memos","APMs","All Participant Memos","","92-22 - 1992","92-22","1992","APMS-0003-1420","APMS-0003-1437","1","18","44","APMs","","GMD041965","1"
32082,"GMD041969.pdf","GMD041969.pdf","All Participant Memos","APMs","All Participant Memos","","92-17 - 1992","92-17","1992","APMS-0003-1471","APMS-0003-1471","1","1","49","APMs","","GMD041969","1"
1887256,"GMD041973.pdf","GMD041973.pdf","All Participant Memos","APMs","All Participant Memos","","92-13 - 1992","92-13","1992","APMS-0003-1485","APMS-0003-1542","1","59","53","APMs","","GMD041973","1"
57274,"GMD041977.pdf","GMD041977.pdf","All Participant Memos","APMs","All Participant Memos","","92-9 - 1992","92-9","1992","APMS-0003-1549","APMS-0003-1550","1","2","57","APMs","","GMD041977","1"
240888,"GMD041981.pdf","GMD041981.pdf","All Participant Memos","APMs","All Participant Memos","","92-5 - 1992","92-5","1992","APMS-0003-1653","APMS-0003-1661","1","9","61","APMs","","GMD041981","1"
195774,"GMD041982.pdf","GMD041982.pdf","All Participant Memos","APMs","All Participant Memos","","92-4 - 1992","92-4","1992","APMS-0003-1662","APMS-0003-1669","1","8","62","APMs","","GMD041982","1"
49237,"GMD041984.pdf","GMD041984.pdf","All Participant Memos","APMs","All Participant Memos","","92-2 - 1992","92-2","1992","APMS-0003-1681","APMS-0003-1681","1","1","64","APMs","","GMD041984","1"
157827,"GMD041987.pdf","GMD041987.pdf","All Participant Memos","APMs","All Participant Memos","","93-1 - 1993","93-1","1993","APMS-0003-1712","APMS-0003-1716","1","5","67","APMs","","GMD041987","1"
36744,"GMD041990.pdf","GMD041990.pdf","All Participant Memos","APMs","All Participant Memos","","93-4 - 1993","93-4","1993","APMS-0003-1727","APMS-0003-1728","1","2","70","APMs","","GMD041990","1"
95502,"GMD041993.pdf","GMD041993.pdf","All Participant Memos","APMs","All Participant Memos","","93-7 - 1993","93-7","1993","APMS-0003-1799","APMS-0003-1802","1","4","73","APMs","","GMD041993","1"
380346,"GMD042001.pdf","GMD042001.pdf","All Participant Memos","APMs","All Participant Memos","","93-15 - 1993","93-15","1993","APMS-0003-1860","APMS-0003-1870","1","11","81","APMs","","GMD042001","1"
93330,"GMD042005.pdf","GMD042005.pdf","All Participant Memos","APMs","All Participant Memos","","93-19 - 1993","93-19","1993","APMS-0003-1881","APMS-0003-1883","1","3","85","APMs","","GMD042005","1"
38815,"GMD042009.pdf","GMD042009.pdf","All Participant Memos","APMs","All Participant Memos","","94-1 - 1994","94-1","1994","APMS-0003-1896","APMS-0003-1896","1","1","89","APMs","","GMD042009","1"
47822,"GMD042013.pdf","GMD042013.pdf","All Participant Memos","APMs","All Participant Memos","","94-5 - 1994","94-5","1994","APMS-0003-1911","APMS-0003-1911","1","1","93","APMs","","GMD042013","1"
43524,"GMD042017.pdf","GMD042017.pdf","All Participant Memos","APMs","All Participant Memos","","94-9 - 1994","94-9","1994","APMS-0003-1973","APMS-0003-1973","1","1","97","APMs","","GMD042017","1"
75241,"GMD042021.pdf","GMD042021.pdf","All Participant Memos","APMs","All Participant Memos","","94-13 - 1994","94-13","1994","APMS-0003-1990","APMS-0003-1991","1","2","101","APMs","","GMD042021","1"
27293,"GMD042029.pdf","GMD042029.pdf","All Participant Memos","APMs","All Participant Memos","","94-21 - 1994","94-21","1994","APMS-0003-2085","APMS-0003-2085","1","1","109","APMs","","GMD042029","1"
102151,"GMD042033.pdf","GMD042033.pdf","All Participant Memos","APMs","All Participant Memos","","Table of Contents - 1995","Table of Contents","1995","APMS-0003-2119","APMS-0003-2121","1","3","113","APMs","","GMD042033","1"
114835,"GMD042037.pdf","GMD042037.pdf","All Participant Memos","APMs","All Participant Memos","","95-4 - 1995","95-4","1995","APMS-0003-2147","APMS-0003-2149","1","3","117","APMs","","GMD042037","1"
1362043,"GMD042041.pdf","GMD042041.pdf","All Participant Memos","APMs","All Participant Memos","","95-8 - 1995","95-8","1995","APMS-0003-2167","APMS-0003-2205","1","39","121","APMs","","GMD042041","1"
1397077,"GMD042049.pdf","GMD042049.pdf","All Participant Memos","APMs","All Participant Memos","","95-16 - 1995","95-16","1995","APMS-0003-2296","APMS-0003-2334","1","39","129","APMs","","GMD042049","1"
51952,"GMD042053.pdf","GMD042053.pdf","All Participant Memos","APMs","All Participant Memos","","95-20 - 1995","95-20","1995","APMS-0003-2373","APMS-0003-2373","1","1","133","APMs","","GMD042053","1"
212535,"GMD042057.pdf","GMD042057.pdf","All Participant Memos","APMs","All Participant Memos","","95-24 - 1995","95-24","1995","APMS-0003-2392","APMS-0003-2396","1","5","137","APMs","","GMD042057","1"
128266,"GMD042061.pdf","GMD042061.pdf","All Participant Memos","APMs","All Participant Memos","","95-28 - 1995","95-28","1995","APMS-0003-2464","APMS-0003-2467","1","4","141","APMs","","GMD042061","1"
40243,"GMD042063.pdf","GMD042063.pdf","All Participant Memos","APMs","All Participant Memos","","95-30 - 1995","95-30","1995","APMS-0003-2481","APMS-0003-2481","1","1","143","APMs","","GMD042063","1"
786935,"GMD042065.pdf","GMD042065.pdf","All Participant Memos","APMs","All Participant Memos","","95-32 - 1995","95-32","1995","APMS-0003-2483","APMS-0003-2495","1","13","145","APMs","","GMD042065","1"
278400,"GMD042073.pdf","GMD042073.pdf","All Participant Memos","APMs","All Participant Memos","","96-7 - 1996","96-7","1996","APMS-0003-2722","APMS-0003-2735","1","14","153","APMs","","GMD042073","1"
133387,"GMD042074.pdf","GMD042074.pdf","All Participant Memos","APMs","All Participant Memos","","96-8 - 1996","96-8","1996","APMS-0003-2736","APMS-0003-2738","1","3","154","APMs","","GMD042074","1"
153144,"GMD042079.pdf","GMD042079.pdf","All Participant Memos","APMs","All Participant Memos","","96-13 - 1996","96-13","1996","APMS-0003-2796","APMS-0003-2800","1","5","159","APMs","","GMD042079","1"
41394,"GMD042083.pdf","GMD042083.pdf","All Participant Memos","APMs","All Participant Memos","","96-17 - 1996","96-17","1996","APMS-0003-2815","APMS-0003-2815","1","1","163","APMs","","GMD042083","1"
263342,"GMD042087.pdf","GMD042087.pdf","All Participant Memos","APMs","All Participant Memos","","96-21 - 1996","96-21","1996","APMS-0003-2837","APMS-0003-2843","1","7","167","APMs","","GMD042087","1"
70959,"GMD042095.pdf","GMD042095.pdf","All Participant Memos","APMs","All Participant Memos","","96-29 - 1996","96-29","1996","APMS-0003-3242","APMS-0003-3243","1","2","175","APMs","","GMD042095","1"
480826,"GMD042099.pdf","GMD042099.pdf","All Participant Memos","APMs","All Participant Memos","","97-1 - 1997","97-1","1997","APMS-0004-0005","APMS-0004-0018","1","14","180","APMs","","GMD042099","1"
445198,"GMD042103.pdf","GMD042103.pdf","All Participant Memos","APMs","All Participant Memos","","97-5 - 1997","97-5","1997","APMS-0004-0077","APMS-0004-0089","1","13","184","APMs","","GMD042103","1"
214249,"GMD042107.pdf","GMD042107.pdf","All Participant Memos","APMs","All Participant Memos","","97-9 - 1997","97-9","1997","APMS-0004-0122","APMS-0004-0130","1","9","188","APMs","","GMD042107","1"
448710,"GMD042111.pdf","GMD042111.pdf","All Participant Memos","APMs","All Participant Memos","","97-13 - 1997","97-13","1997","APMS-0004-0173","APMS-0004-0185","1","13","192","APMs","","GMD042111","1"
428647,"GMD042115.pdf","GMD042115.pdf","All Participant Memos","APMs","All Participant Memos","","97-17 - 1997","97-17","1997","APMS-0004-0206","APMS-0004-0218","1","13","196","APMs","","GMD042115","1"
132522,"GMD042119.pdf","GMD042119.pdf","All Participant Memos","APMs","All Participant Memos","","97-21 - 1997","97-21","1997","APMS-0004-0245","APMS-0004-0249","1","5","200","APMs","","GMD042119","1"
23102,"GMD042123.pdf","GMD042123.pdf","All Participant Memos","APMs","All Participant Memos","","97-25 - 1997","97-25","1997","APMS-0004-0269","APMS-0004-0269","1","1","204","APMs","","GMD042123","1"
26438,"GMD042127.pdf","GMD042127.pdf","All Participant Memos","APMs","All Participant Memos","","97-29 - 1997","97-29","1997","APMS-0004-0297","APMS-0004-0297","1","1","208","APMs","","GMD042127","1"
1262777,"GMD042131.pdf","GMD042131.pdf","All Participant Memos","APMs","All Participant Memos","","97-33 - 1997","97-33","1997","APMS-0004-0344","APMS-0004-0366","1","23","212","APMs","","GMD042131","1"
28388,"GMD042139.pdf","GMD042139.pdf","All Participant Memos","APMs","All Participant Memos","","97-41 - 1997","97-41","1997","APMS-0004-0405","APMS-0004-0405","1","1","220","APMs","","GMD042139","1"
454940,"GMD042143.pdf","GMD042143.pdf","All Participant Memos","APMs","All Participant Memos","","98-3 - 1998","98-3","1998","APMS-0004-0421","APMS-0004-0433","1","13","224","APMs","","GMD042143","1"
568786,"GMD042146.pdf","GMD042146.pdf","All Participant Memos","APMs","All Participant Memos","","98-6 - 1998","98-6","1998","APMS-0004-0469","APMS-0004-0480","1","12","227","APMs","","GMD042146","1"
560941,"GMD042149.pdf","GMD042149.pdf","All Participant Memos","APMs","All Participant Memos","","98-9 - 1998","98-9","1998","APMS-0004-0497","APMS-0004-0511","1","15","230","APMs","","GMD042149","1"
170109,"GMD042151.pdf","GMD042151.pdf","All Participant Memos","APMs","All Participant Memos","","98-11 - 1998","98-11","1998","APMS-0004-0515","APMS-0004-0520","1","6","232","APMs","","GMD042151","1"
447597,"GMD042157.pdf","GMD042157.pdf","All Participant Memos","APMs","All Participant Memos","","98-17 - 1998","98-17","1998","APMS-0004-0568","APMS-0004-0580","1","13","238","APMs","","GMD042157","1"
463315,"GMD042160.pdf","GMD042160.pdf","All Participant Memos","APMs","All Participant Memos","","98-20 - 1998","98-20","1998","APMS-0004-0595","APMS-0004-0607","1","13","241","APMs","","GMD042160","1"
114380,"GMD042164.pdf","GMD042164.pdf","All Participant Memos","APMs","All Participant Memos","","98-24 - 1998","98-24","1998","APMS-0004-0651","APMS-0004-0653","1","3","245","APMs","","GMD042164","1"
25390,"GMD042168.pdf","GMD042168.pdf","All Participant Memos","APMs","All Participant Memos","","98-28 - 1998","98-28","1998","APMS-0004-0703","APMS-0004-0703","1","1","249","APMs","","GMD042168","1"
462487,"GMD042172.pdf","GMD042172.pdf","All Participant Memos","APMs","All Participant Memos","","98-32 - 1998","98-32","1998","APMS-0004-0726","APMS-0004-0738","1","13","253","APMs","","GMD042172","1"
112601,"GMD042180.pdf","GMD042180.pdf","All Participant Memos","APMs","All Participant Memos","","Table of Contents - 1999","Table of Contents","1999","APMS-0004-0771","APMS-0004-0773","1","3","261","APMs","","GMD042180","1"
104677,"GMD042184.pdf","GMD042184.pdf","All Participant Memos","APMs","All Participant Memos","","99-4 - 1999","99-4","1999","APMS-0004-0793","APMS-0004-0795","1","3","265","APMs","","GMD042184","1"
691900,"GMD042188.pdf","GMD042188.pdf","All Participant Memos","APMs","All Participant Memos","","99-8 - 1999","99-8","1999","APMS-0004-0814","APMS-0004-0828","1","15","269","APMs","","GMD042188","1"
139886,"GMD042192.pdf","GMD042192.pdf","All Participant Memos","APMs","All Participant Memos","","99-12 - 1999","99-12","1999","APMS-0004-0850","APMS-0004-0853","1","4","273","APMs","","GMD042192","1"
78204,"GMD042196.pdf","GMD042196.pdf","All Participant Memos","APMs","All Participant Memos","","99-17 - 1999","99-17","1999","APMS-0004-0920","APMS-0004-0922","1","3","278","APMs","","GMD042196","1"
23675,"GMD042204.pdf","GMD042204.pdf","All Participant Memos","APMs","All Participant Memos","","99-25 - 1999","99-25","1999","APMS-0004-0976","APMS-0004-0976","1","1","286","APMs","","GMD042204","1"
57632,"GMD042208.pdf","GMD042208.pdf","All Participant Memos","APMs","All Participant Memos","","99-29 - 1999","99-29","1999","APMS-0004-1004","APMS-0004-1005","1","2","290","APMs","","GMD042208","1"
98593,"GMD042212.pdf","GMD042212.pdf","All Participant Memos","APMs","All Participant Memos","","99-33 - 1999","99-33","1999","APMS-0004-1022","APMS-0004-1023","1","2","294","APMs","","GMD042212","1"
344680,"GMD042215.pdf","GMD042215.pdf","All Participant Memos","APMs","All Participant Memos","","99-36 - 1999","99-36","1999","APMS-0004-1029","APMS-0004-1036","1","8","297","APMs","","GMD042215","1"
80910,"GMD042218.pdf","GMD042218.pdf","All Participant Memos","APMs","All Participant Memos","","00-1 - 2000","00-1","2000","APMS-0004-1043","APMS-0004-1044","1","2","300","APMs","","GMD042218","1"
243882,"GMD042222.pdf","GMD042222.pdf","All Participant Memos","APMs","All Participant Memos","","00-5 - 2000","00-5","2000","APMS-0004-1061","APMS-0004-1066","1","6","304","APMs","","GMD042222","1"
406918,"GMD042229.pdf","GMD042229.pdf","All Participant Memos","APMs","All Participant Memos","","00-12 - 2000","00-12","2000","APMS-0004-1107","APMS-0004-1119","1","13","311","APMs","","GMD042229","1"
34411,"GMD042233.pdf","GMD042233.pdf","All Participant Memos","APMs","All Participant Memos","","00-16 - 2000","00-16","2000","APMS-0004-1139","APMS-0004-1139","1","1","315","APMs","","GMD042233","1"
101599,"GMD042237.pdf","GMD042237.pdf","All Participant Memos","APMs","All Participant Memos","","Table of Contents - 2001","Table of Contents","2001","APMS-0004-1151","APMS-0004-1152","1","2","319","APMs","","GMD042237","1"
109098,"GMD042241.pdf","GMD042241.pdf","All Participant Memos","APMs","All Participant Memos","","2001-4 - 2001","2001-4","2001","APMS-0004-1159","APMS-0004-1161","1","3","323","APMs","","GMD042241","1"
116574,"GMD042249.pdf","GMD042249.pdf","All Participant Memos","APMs","All Participant Memos","","2001-12 - 2001","2001-12","2001","APMS-0004-1298","APMS-0004-1300","1","3","331","APMs","","GMD042249","1"
193573,"GMD042253.pdf","GMD042253.pdf","All Participant Memos","APMs","All Participant Memos","","2001-16 - 2001","2001-16","2001","APMS-0004-1307","APMS-0004-1310","1","4","335","APMs","","GMD042253","1"
135119,"GMD042257.pdf","GMD042257.pdf","All Participant Memos","APMs","All Participant Memos","","2001-21 - 2001","2001-21","2001","APMS-0004-1330","APMS-0004-1333","1","4","340","APMs","","GMD042257","1"
300245,"GMD042261.pdf","GMD042261.pdf","All Participant Memos","APMs","All Participant Memos","","2001-25 - 2001","2001-25","2001","APMS-0004-1347","APMS-0004-1354","1","8","344","APMs","","GMD042261","1"
41878,"GMD042265.pdf","GMD042265.pdf","All Participant Memos","APMs","All Participant Memos","","2001-29 - 2001","2001-29","2001","APMS-0004-1371","APMS-0004-1371","1","1","348","APMs","","GMD042265","1"
2011055,"GMD042273.pdf","GMD042273.pdf","All Participant Memos","APMs","All Participant Memos","","2002-5 - 2002","2002-5","2002","APMS-0004-1391","APMS-0004-1440","1","50","356","APMs","","GMD042273","1"
6496826,"GMD042277.pdf","GMD042277.pdf","All Participant Memos","APMs","All Participant Memos","","2002-9 - 2002","2002-9","2002","APMS-0004-1453","APMS-0004-1620","1","168","360","APMs","","GMD042277","1"
122385,"GMD042281.pdf","GMD042281.pdf","All Participant Memos","APMs","All Participant Memos","","2002-13 - 2002","2002-13","2002","APMS-0004-1631","APMS-0004-1634","1","4","364","APMs","","GMD042281","1"
395103,"GMD042285.pdf","GMD042285.pdf","All Participant Memos","APMs","All Participant Memos","","2002-17 - 2002","2002-17","2002","APMS-0004-1641","APMS-0004-1653","1","13","368","APMs","","GMD042285","1"
